사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-11,경인선,1804,부천,3478,36,39988,4345,43821,11840,105943,17807,104219,47669,62906,47606,46161,39744,46831,40212,50627,48203,48659,52767,47600,50943,53384,53133,59540,67480,59988,87945,56010,117554,35192,94338,30346,56269,29117,48853,23310,40114,10583,27526,326,2990,0,0,0,0,0,0
2023-11,경인선,1805,송내,1627,7,18082,8314,41681,16633,110830,31834,96351,79863,56184,41033,38019,23525,36681,22171,36538,24776,33947,28314,30173,28475,32701,31700,38312,45771,49643,63370,76083,93947,29328,85752,22980,48973,19106,41501,14276,36838,6433,22571,367,2783,0,0,0,0,0,0
2023-11,경인선,1806,부평,9125,86,23196,5365,36870,11800,85612,19645,82871,33203,48731,37633,38958,33888,39102,37588,43572,45061,43383,51358,43382,50753,49045,54410,54068,68576,58453,87482,51897,118959,38584,96097,35338,53976,34575,45100,30471,35853,15331,23089,2247,5855,8,7,0,0,0,0
2023-11,경인선,1807,백운,120,6,9045,1482,16213,2535,32816,4077,29883,10295,17613,6714,13629,5816,12617,7151,12915,8458,11421,9902,9804,9888,10315,12528,11423,16539,10693,20295,9171,27973,4582,25228,3891,14572,3799,13103,2886,11528,1366,7351,101,1758,0,0,0,0,0,0
2023-11,경인선,1808,동암,721,12,21063,3230,32094,7908,62415,13155,61582,16689,35138,14259,26649,13387,23782,14853,24823,17350,23229,19013,20558,18980,20468,24696,22671,34550,24637,45570,22124,60234,13291,52724,10368,33510,9543,29690,7275,25599,3481,16849,211,3575,1,1,0,0,0,0
2023-11,경인선,1809,주안,959,21,15052,4266,31221,8350,64634,17980,59975,32260,37075,25621,27685,20959,29263,20101,32888,23206,30626,21254,27475,23623,33436,23480,35007,35519,41399,40225,38304,59308,22064,59902,19629,33923,18583,29028,14575,26308,7358,20211,522,4504,1,0,0,0,0,0
2023-11,경인선,1810,제물포,888,6,8313,2468,17092,5542,38754,14016,34766,37610,19765,17734,15060,10850,15409,8874,17007,12196,15882,12863,14660,11945,20495,13187,25996,17592,23445,23057,24529,31465,10026,29662,7329,16413,6206,15078,4220,14373,1596,9755,52,2980,0,0,0,0,0,0
2023-11,경인선,1811,동인천,1583,6,7892,2677,19747,10743,45725,23071,36918,32870,22646,18487,19801,18730,20109,20896,22404,18728,22089,22720,22714,21491,26712,20442,30653,25697,38052,29484,41340,35374,16458,34718,12150,21202,9665,16778,6534,15783,2201,9683,13,3450,0,0,0,0,0,0
2023-11,경인선,1812,인천,421,6,1348,1078,3315,2850,6006,6116,5182,9224,3481,5225,3441,5771,4238,7300,5611,7693,6785,7155,8694,5986,9864,4907,13183,4746,13842,4199,11744,4023,4999,2853,4030,2129,2617,2045,1468,1578,394,1098,16,1021,0,0,0,0,0,0
2023-11,경인선,1813,구일,196,8,4538,1644,10102,5174,27841,8453,23141,15528,13828,13834,10680,7556,9869,7676,10689,10444,9446,12969,9407,12889,12173,15194,17551,14037,17724,16362,14945,25442,9127,19493,9369,11041,8150,10533,4039,9078,1180,5650,71,393,0,0,0,0,0,0
2023-11,경인선,1814,소사,1182,6,14911,3240,14302,5344,29548,7695,27046,13553,18067,10637,13901,10167,12941,9803,13844,11398,12953,10759,11653,11243,12471,12159,14565,16811,14767,20572,11868,25583,7308,21138,5250,13868,4328,12651,3051,10718,1236,8323,52,951,0,0,0,0,0,0
2023-11,경인선,1815,부개,2369,11,11028,1715,18115,3229,44279,5919,34996,11010,20940,6789,15156,6014,13544,7964,14324,9250,13074,10372,10424,10974,10255,14003,12459,18680,11881,24767,11212,30622,6157,28089,4360,16164,3938,15080,2526,13232,1330,8731,125,1644,0,0,0,0,0,0
2023-11,경인선,1816,간석,366,7,6202,1473,11900,2650,23653,4175,21090,9987,12424,5296,9428,5087,8984,5494,9275,6223,9038,7918,7827,7371,8385,9744,9792,12203,9440,14867,9369,19544,4770,17852,4196,10704,3373,8594,2894,7552,1242,5691,97,1553,0,0,0,0,0,0
2023-11,경인선,1817,도원,513,15,2205,1119,3768,1947,7601,5689,7018,20527,4882,4245,4211,4311,4592,4010,5398,4636,5908,6546,5106,4534,7491,4822,14477,6416,8505,7022,7829,8647,3268,7195,2488,3772,6121,3291,1364,2878,390,2027,27,1164,0,0,0,0,0,0
2023-11,경인선,1821,온수(성공회대입구),217,4,5401,1363,9083,3824,23386,8392,21072,13938,14146,8105,10762,6529,10898,7122,12334,7026,10402,7872,10083,8779,10956,9488,15179,11829,12401,14585,10614,21672,4850,17374,4046,10215,4425,9681,2897,8582,1489,5169,68,551,0,0,0,0,0,0
2023-11,경인선,1822,중동,994,20,12001,1228,19453,3704,45507,5600,35965,12204,21097,8263,15612,7565,14491,9067,14983,10126,13491,11131,11836,11085,11800,13331,12149,19290,13121,24677,11396,33704,6385,29221,5047,17727,4517,14891,2848,12704,1189,8882,71,1325,0,0,0,0,0,0
2023-11,경인선,1823,도화,381,3,4557,929,6790,1900,17326,3992,14874,7493,8775,3720,6933,3789,6935,4007,6735,5263,6557,5832,6049,5944,6090,6853,7256,9036,7247,10118,6979,11305,3097,11119,2435,6266,1950,5376,1414,4828,647,3730,47,1601,0,0,0,0,0,0
2023-11,경원선,1008,이촌(국립중앙박물관),71,1,1151,668,3676,2534,9341,4648,10911,9430,8970,5418,7046,4067,6626,3853,6961,4042,7050,4871,6537,4750,7442,5685,8333,6534,10612,7625,10250,8766,4979,6514,4431,4467,3686,3978,1991,4252,672,2491,45,722,0,0,0,0,0,0
2023-11,경원선,1009,서빙고,55,0,1032,912,2188,4722,3587,4708,3869,9725,3653,4518,3446,3391,2901,2967,3398,2788,3955,4026,4180,3724,4709,4790,7759,4674,9501,3412,7409,4100,3136,3576,2177,1815,2184,1826,1149,1560,265,1040,13,257,0,0,0,0,0,0
2023-11,경원선,1010,한남,180,3,1753,810,2177,6370,4281,11370,5421,15486,4842,11370,4643,6537,5361,5414,5570,5626,5304,5745,6489,5067,8838,4797,10428,6555,15871,7609,15301,7730,7331,6253,5369,2885,5697,3176,5055,2288,1890,1370,79,376,0,0,0,0,0,0
2023-11,경원선,1011,옥수,0,0,0,43,3,87,49,46,162,303,47,30,35,170,32,203,14,98,15,11,33,14,30,29,428,67,473,89,68,25,390,28,68,23,64,24,27,8,19,0,1,0,0,0,0,0,0,0
2023-11,경원선,1012,응봉,116,1,1319,179,3124,1114,7786,1596,8085,2546,5563,1538,3726,1482,3174,1573,2916,1807,2913,2306,2521,2931,2707,2948,3551,4233,3152,4677,2648,5580,1626,4965,1181,3130,944,2570,677,2391,261,1466,21,525,0,0,0,0,0,0
2023-11,경원선,1013,왕십리(성동구청),827,11,5600,1286,8923,6402,28640,13711,45373,24744,28884,22933,18363,21046,19058,22733,23352,24846,25780,26462,26911,26346,30627,30244,37432,35710,41105,51153,36552,71093,29076,49543,28527,28666,32189,24232,29472,21069,12097,11488,1203,4239,0,0,0,0,0,0
2023-11,경원선,1014,청량리(서울시립대입구),1400,35,6378,2032,8628,12573,32592,17957,48471,27279,26845,32818,34581,34401,24263,34450,31315,33721,38399,34592,31863,36396,39229,39254,39987,38462,34589,38567,42214,59235,23816,38173,27978,21481,21436,23549,12125,14475,5249,7622,166,3688,0,0,0,0,0,0
2023-11,경원선,1016,외대앞,403,12,5045,4710,8813,10390,20576,6065,25905,30798,15978,13927,12847,19833,16479,18528,17418,17851,17099,15258,19967,17733,21069,14747,30242,17800,33262,21717,21616,27185,14252,21053,12757,14000,12454,14223,9773,14488,5274,11080,149,2095,0,0,0,0,0,0
2023-11,경원선,1017,신이문,1537,4,8762,1908,14597,4822,36858,4616,42142,8606,22894,5297,15311,5905,13909,7306,14023,8929,12998,10006,10817,10654,10374,14581,12571,18767,11068,22610,9377,31891,5548,24678,3549,15824,2524,13811,2032,12971,889,8215,63,1490,0,0,0,0,0,0
2023-11,경원선,1018,석계,1342,11,6254,1782,11507,4103,24448,5340,27426,9507,17918,7552,14489,7703,13812,9124,13970,9724,13714,11360,12339,12614,12139,16394,12939,21782,12820,26329,11177,37056,8256,26167,6486,17072,6118,15373,5031,12431,2414,8124,134,1619,0,0,0,0,0,0
2023-11,경원선,1019,광운대,2357,21,6900,1183,14223,2678,32776,6229,30386,22357,16566,11949,12603,11752,13013,15926,14522,12116,14389,13641,14789,12796,14942,12349,18404,15993,18487,18939,14086,27346,7779,21521,6896,13332,6508,12082,5390,10216,2708,9602,211,4244,0,0,0,0,0,0
2023-11,경원선,1020,월계,910,14,5167,1144,10422,2741,27095,6992,25400,16026,15810,16199,11752,8169,12083,6601,14442,9152,14023,12584,11435,9206,12716,11056,17883,14183,15869,16515,10353,23915,6006,18780,4287,9958,3898,9468,3332,8447,1025,6102,104,1194,0,0,0,0,0,0
2023-11,경원선,1021,녹천,1288,14,4426,730,8130,1417,22216,4521,20727,5481,11135,2925,7845,3294,6953,2983,8284,4614,6447,4596,5502,5222,5151,6140,7059,7988,5924,10643,4307,15114,2888,12496,1964,7350,1727,6826,1393,5721,421,3802,22,984,0,0,0,0,0,0
2023-11,경원선,1022,창동,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2023-11,경원선,1901,방학,809,12,12639,1562,15797,5746,36070,9661,32636,21153,21427,12275,17106,10864,16832,10171,18258,13169,16150,13413,14456,15827,15362,18374,16103,22793,16888,26056,17152,31044,9545,27964,6993,15098,6106,13000,4269,11818,1744,6910,204,2559,0,0,0,0,0,0
2023-11,경원선,1902,도봉,328,25,7242,1234,10149,3036,20955,3912,18772,10894,13415,8292,11011,7331,10584,6470,9920,8556,9765,8552,9670,9307,9565,10324,9138,12828,10505,14817,9949,16641,4186,15542,2881,8759,2286,7341,1818,7036,724,4087,96,1439,0,0,0,0,0,0
2023-11,경원선,1903,도봉산,364,14,6302,916,9941,2267,22006,3944,21845,7102,14816,11429,12403,13455,12211,12821,14384,13455,16969,10868,19322,9756,20713,9645,19527,9645,15854,9296,12204,9816,6902,8340,3835,5136,2897,4531,2058,4568,919,2835,142,1027,0,0,0,0,0,0
2023-11,경원선,1904,망월사,575,5,7691,1101,12327,3336,28992,5494,27311,23027,18155,15879,14510,9613,15400,17956,14656,14309,15975,12527,16994,13881,14432,13516,17730,16606,20918,20690,12398,25657,7184,23673,5419,14113,4678,11681,3974,10905,1702,7205,324,2604,0,0,0,0,0,0
2023-11,경원선,1905,회룡,1663,11,15783,2168,29339,5360,60947,9333,52242,13624,31877,10985,26287,10594,24100,13707,22658,15519,19942,16776,16695,18867,16090,23045,15845,29452,15224,37106,12188,46042,7381,44878,5544,25607,4768,21286,3804,17977,1546,10913,276,4049,0,0,0,0,0,0
2023-11,경원선,1906,의정부,2980,20,10587,2535,29035,8062,51897,14252,49311,36196,29695,35861,24275,25311,27123,29750,30654,31958,29710,34649,31531,33108,35562,30987,38121,38525,42000,45885,42055,58247,24747,51997,24382,31523,16817,26014,14330,21117,6719,15279,728,7753,0,0,0,0,0,0
2023-11,경원선,1907,가능,557,14,8232,1726,11826,4283,24978,7695,23001,14014,13031,7940,12288,5685,11079,7114,11104,7146,9777,8442,8625,7707,9293,9878,11304,12731,12533,16308,9042,19761,5549,19343,4256,12093,3938,9679,2546,7837,1059,5043,92,2031,0,0,0,0,0,0
2023-11,경원선,1908,녹양,341,3,5439,846,8546,2181,17696,4876,15764,8962,9044,5231,8089,3756,7685,5059,7728,4823,6926,5501,6197,5442,6718,6752,7026,8338,8053,11557,8125,14263,3865,12949,2686,8287,2405,6730,1562,6201,634,3920,52,1448,0,0,0,0,0,0
2023-11,경원선,1909,양주,2003,5,5736,1395,11418,5743,31787,10562,25235,11367,18245,8613,15030,6778,13755,7479,13004,8797,12955,9051,10336,9164,10998,12218,12277,14342,14185,19965,13755,22601,6332,22196,3741,14346,2869,12044,1891,10176,672,6711,39,2625,0,0,0,0,0,0
2023-11,경원선,1910,덕계,23,0,5326,815,15368,4661,23992,4542,22567,7471,11101,4506,8183,2820,7292,3321,6791,4171,6262,4577,5234,4593,6284,6361,8518,8038,6812,13670,6533,16115,3220,17137,2385,9876,1482,8050,1383,6507,514,4634,35,1351,0,0,0,0,0,0
2023-11,경원선,1911,덕정,1,0,4047,1711,9794,6870,19796,9021,20786,19454,12356,13609,9346,7158,9506,6875,10509,8811,12294,8322,9105,6872,12090,8421,15063,9633,15207,13794,14812,14169,5270,16133,3604,9177,3040,8119,2050,7033,1287,4680,194,1208,0,0,0,0,0,0
2023-11,경원선,1912,지행,89,3,4962,1093,10827,2531,22139,6497,23225,14272,15778,6917,11703,5682,11628,6888,10367,7422,10730,10231,9198,9286,9245,11821,11184,14183,11209,19391,12173,19331,7078,20120,5776,13943,4711,10229,3497,8583,1962,7618,134,2399,0,0,0,0,0,0
2023-11,경원선,1913,동두천중앙,21,1,2758,672,5110,2392,8489,4235,9008,10122,6212,4754,5953,3707,5401,5044,5870,4105,5517,5083,5073,4600,5659,5331,5894,5440,6020,6587,6840,6411,2428,6129,1749,4526,1398,3006,797,2772,370,2860,25,748,0,0,0,0,0,0
2023-11,경원선,1914,보산,33,0,1293,508,1977,1028,4071,2460,3907,2999,3266,1770,2855,1557,2835,1670,2730,1739,2827,2194,2794,2032,2835,2579,3979,2872,4778,3802,3056,4062,1656,4381,1170,3234,1389,2192,463,1701,242,1472,2,405,0,0,0,0,0,0
2023-11,경원선,1915,동두천,52,1,1076,677,2940,2929,5433,6661,6744,7510,5277,6725,5107,5115,4088,4060,3811,2952,4909,4287,4352,3325,6584,4542,6499,4160,5980,4535,4950,5349,1998,4395,1158,3486,609,2839,854,2215,563,2016,5,614,0,0,0,0,0,0
2023-11,경원선,1916,소요산,99,0,700,390,1030,1236,2917,2054,4812,2958,4934,3890,3856,7597,4120,9265,5650,10000,7767,7254,11071,5154,12199,4585,9695,3786,6228,3749,3329,2600,1399,2305,879,1729,516,898,181,642,130,880,1,548,0,0,0,0,0,0
2023-11,안산선,1751,산본,568,3,9590,1734,24585,6308,57910,15701,56550,30680,29674,24549,23882,19732,22918,19628,26132,24300,23604,26155,23245,24689,25955,27655,28205,34331,28007,43313,31341,69687,19316,53626,16774,31185,16104,24351,12502,20739,5137,12944,635,4395,1,0,0,0,0,0
2023-11,안산선,1752,대야미,7,3,2902,885,8651,3043,18906,5288,21519,8706,11834,4149,8478,4069,7319,4790,7637,5019,7294,5450,6796,5813,7373,8100,7795,9532,8749,10606,9870,16711,5412,12238,3751,8880,2402,7134,1556,7141,880,4365,132,1251,0,0,0,0,0,0
2023-11,안산선,1753,반월,14,4,3570,917,8417,2635,18019,4376,17099,8153,10326,3502,7816,3533,6462,4268,7200,4667,6688,4952,5665,5661,5433,7182,7050,9693,7335,10946,7647,16036,3474,11622,2766,9234,1777,6664,1224,6495,528,3699,150,998,0,0,0,0,0,0
2023-11,안산선,1754,상록수,490,26,14651,2636,31468,8530,68883,13401,64019,21659,35379,19325,25861,16663,22756,14242,23634,14654,22528,17144,19161,18971,20943,22055,25500,29373,28279,43273,23961,65677,14575,53075,11677,36269,9902,31635,6819,25743,2481,17287,401,4947,0,0,0,0,0,0
2023-11,안산선,1755,한대앞,147,5,8669,1056,18921,4170,33277,9080,28112,26532,19442,18443,15363,17190,14944,10098,16423,13381,15594,12726,15704,12754,16262,14136,20747,19000,22971,25693,19989,35825,11157,26439,9075,18322,8880,15637,6743,13998,2730,9138,269,2647,0,0,0,0,0,0
2023-11,안산선,1756,중앙,308,16,10677,1319,32437,10754,61461,18306,52012,39542,30185,32143,24858,21829,26120,20595,29304,24347,26870,28534,25580,27914,28178,30523,34719,36323,39179,52216,39212,74130,25599,57901,24362,36837,24867,30080,20945,24410,9022,18454,942,6165,0,0,0,0,0,0
2023-11,안산선,1757,고잔,227,5,5645,1029,17134,5220,31298,13372,25718,28269,16416,16525,13848,11829,13864,10819,13561,11177,12375,13161,13411,12376,15659,11955,17253,13428,24114,19790,22559,25983,8737,21465,7165,12722,6486,11265,4828,9596,2206,8137,190,3122,0,0,0,0,0,0
2023-11,안산선,1758,초지,340,1,4594,384,12502,4334,24181,9496,19448,12207,10947,7356,8034,4785,7347,4581,8535,5153,6668,5629,5760,5839,6352,6835,7721,8508,10262,13369,10697,18854,5560,16350,3925,10725,3717,9455,2016,7881,729,6210,82,2252,0,0,0,0,0,0
2023-11,안산선,1759,안산,1690,21,11003,1739,13494,16561,22881,42210,24412,33713,20156,16216,16651,13327,15720,14621,17327,15168,17651,15291,18338,16245,19312,17353,24755,19076,44230,26155,46703,27404,21135,21594,17375,15964,10390,13093,4407,9876,1386,6534,113,2572,0,0,0,0,0,0
2023-11,안산선,1760,신길온천,57,0,2683,151,4469,2135,8281,3848,6827,3202,4275,1630,3286,1443,2692,1636,2875,1963,2555,1862,2598,2347,2747,2768,3332,3275,4725,5252,4116,6688,1907,5231,1183,3795,791,2961,477,2521,187,1849,15,646,0,0,0,0,0,0
2023-11,안산선,1761,정왕,378,3,8204,1063,11689,13604,22101,26366,19746,35282,14655,29546,12730,16654,12977,13314,14939,14151,15267,14534,14024,13741,19586,13439,26218,13535,34570,20439,35960,24323,16590,18159,12933,14230,9456,11866,5149,10007,1849,7338,89,2122,0,0,0,0,0,0
2023-11,안산선,1762,오이도,256,3,6579,472,15717,6754,34354,12683,27588,13201,17218,7677,12983,7640,11788,9109,11900,10580,10784,10663,10286,11725,11866,13830,14569,16841,17977,21752,16897,29213,8699,24273,7319,15468,5945,12415,4093,10978,1399,7892,15,3477,0,31,0,0,0,0
2023-11,안산선,1763,수리산,23,2,3890,575,9532,2013,18964,4601,18910,7365,10365,3681,7614,3790,7115,3251,6263,3562,5858,3777,4658,3980,5678,5698,5222,6881,5296,8457,5220,13206,2682,9958,1893,7058,1356,5356,926,5179,431,2913,72,853,0,0,0,0,0,0
2023-11,과천선,1450,선바위,3,0,845,1161,6106,10286,17488,21158,19838,30140,15218,17178,11344,8493,10107,7965,11182,8218,11242,8715,11509,7704,12648,8599,18112,10682,28114,12408,33708,15944,14375,12335,9400,8788,7072,8090,3861,7433,1307,4602,108,828,0,0,0,0,0,0
2023-11,과천선,1451,경마공원,3,0,294,485,1221,2815,2424,4035,2753,12395,2513,28833,2466,35183,3005,19280,4024,17375,4982,15313,7173,9992,12011,5672,20489,3820,32558,2522,59334,2615,7634,2013,1948,1227,729,1113,356,948,149,567,30,146,0,0,0,0,0,0
2023-11,과천선,1452,대공원,4,0,101,372,353,3816,775,5006,1148,12981,1587,24043,1945,22869,3967,11978,10613,9975,9517,9888,11985,8173,15662,4683,18727,3085,17283,1947,11203,1484,5758,895,3964,480,2322,427,734,388,183,227,15,64,0,0,0,0,0,0
2023-11,과천선,1453,과천,8,2,2840,400,11107,2093,29755,4927,27172,9621,17666,5372,12804,4888,11198,4816,11310,6210,10751,6700,9167,8134,9833,10022,10569,12374,9999,16226,8627,23823,4493,19308,3422,11876,2133,12339,1614,11638,575,6788,72,1267,0,0,0,0,0,0
2023-11,과천선,1454,정부과천청사,9,1,2078,1064,8119,15020,24293,29994,21969,83339,15490,21377,12181,11650,12860,10913,14272,12158,14992,12597,15002,12578,17206,12782,26851,15004,38168,19640,58147,25836,15600,20747,13032,11751,13455,11811,7530,9897,2209,5560,188,1185,0,0,0,0,0,0
2023-11,과천선,1455,인덕원,77,3,8704,4791,30503,18834,84991,43620,73874,107336,47120,42405,35573,22492,31577,20960,33740,23219,32288,26631,28967,25945,33200,30396,44530,38758,63787,54851,85240,87916,32106,68909,25267,39660,24248,36242,15855,34533,6057,21200,698,5884,0,0,0,0,0,0
2023-11,과천선,1456,평촌,68,0,4784,3739,22419,12449,65499,36668,51252,90977,28942,32566,20950,16347,20584,14539,21016,15007,19182,20026,19118,17075,23654,18329,29418,23950,49294,32425,66549,50520,24505,42503,19060,23578,17025,20832,12409,17927,4353,10382,428,3431,0,0,0,0,0,0
2023-11,과천선,1457,범계,127,4,9124,3896,36686,14700,99556,24786,81887,61883,45877,45188,35234,31329,33684,29629,37909,31238,36303,38779,35149,36207,40063,41251,46569,50343,54378,69063,60536,104139,36861,80531,38891,40510,29992,36965,25762,31192,10567,18286,899,5747,0,1,0,0,0,0
2023-11,분당선,1023,선릉,49,1,1194,1733,2506,11601,5794,47273,7879,141259,7018,100674,7826,44832,9807,26882,12081,23344,13187,25068,15812,20291,20219,17126,29414,19307,54476,24211,82181,27419,36170,15535,22731,7854,21207,6700,17505,5843,5119,3426,258,661,0,0,0,0,0,0
2023-11,분당선,1024,한티,31,1,2618,1581,8447,9906,24099,28555,31767,51189,20927,43181,16734,28908,18376,23046,22214,27747,23129,33780,23490,25915,27442,28340,34323,34587,47548,44885,49808,42638,30825,27877,32480,15794,25330,14596,30526,12471,4502,6396,231,410,0,0,0,0,0,0
2023-11,분당선,1025,도곡,122,3,1551,1368,4246,8339,11341,17322,16384,27105,12746,20611,10707,9574,10981,9646,11452,9460,12421,10464,12849,10645,15869,11194,19310,12357,24451,13915,25411,16325,12555,13191,8697,8485,6780,7551,5018,6670,1294,3958,49,305,1,1,0,0,0,0
2023-11,분당선,1026,구룡,3,2,598,1371,1680,12767,4646,11334,6584,8428,5188,4001,4008,2791,3848,1988,4093,2543,3603,2912,3956,3028,6284,3444,15276,3529,9412,4311,5560,5099,3476,4039,2043,2673,3049,2647,886,2501,191,1628,8,63,0,0,0,0,0,0
2023-11,분당선,1027,개포동,3,0,1014,580,4490,3152,14267,6414,16393,10454,10151,8783,7729,7093,7088,5919,8305,6730,7368,8324,7318,7861,8342,8501,10472,9325,10599,12045,9826,15541,6113,12539,5223,7345,5089,6983,4379,6747,1531,3871,57,154,0,0,0,0,0,0
2023-11,분당선,1028,대모산입구,20,1,2709,683,7561,2809,26695,6368,28450,11939,16034,6383,10458,4765,8953,5350,9515,6171,8534,7414,7210,6730,7812,10097,9968,11389,11142,14978,10741,20364,5360,17133,3311,10336,2775,9809,1932,9808,699,5663,25,295,0,0,0,0,0,0
2023-11,분당선,1030,수서,38,0,3715,4232,7836,16105,28863,29884,43531,48399,28308,30493,30481,20814,20022,18532,27667,22350,23192,19502,17097,19849,26158,23371,29895,28257,40266,36212,44176,48932,20065,32241,20888,21752,14104,18296,14640,16320,8046,6741,63,928,1,0,0,0,0,0
2023-11,분당선,1031,복정,0,0,0,0,0,0,2,0,2,0,1,0,3,0,2,0,1,0,0,0,1,0,3,0,0,0,3,0,3,0,0,0,1,0,3,0,1,0,3,0,1,0,0,0,0,0,0,0
2023-11,분당선,1846,수원,669,9,5346,690,10503,4614,25605,9377,25758,15661,12841,13460,8541,9441,8878,10045,9975,11402,10243,11661,10157,11770,12560,11537,15512,14694,18277,22463,20302,27787,14421,20021,14368,11055,12348,8479,11099,5895,4368,3763,102,718,0,0,0,0,0,0
2023-11,분당선,1847,서울숲,161,1,2635,670,5166,6148,13316,24411,23160,50343,16447,39478,9910,28000,11297,24545,14614,23473,17564,26128,20571,24819,25368,23743,32857,24731,49935,25598,57330,32483,32479,19849,21452,9938,19434,8330,11912,7469,3447,3649,89,848,0,0,0,0,0,0
2023-11,분당선,1848,압구정로데오,188,2,2555,1017,4008,12080,6103,26709,9044,77868,8770,105079,10248,57312,14699,40449,19189,33745,23092,36411,29268,32886,37646,31779,47869,34689,69961,42175,93730,48625,67340,27634,54590,13233,39512,9214,29415,7659,11173,4715,499,984,0,0,0,0,0,0
2023-11,분당선,1849,강남구청,11,1,1323,950,2736,7002,7459,17921,11572,56281,9137,47186,8780,21870,9503,15108,11181,14916,12791,16813,14443,14430,16586,14345,21115,15746,32862,18714,51935,22969,26132,13593,15321,7612,14105,6362,9610,5839,3289,3424,111,697,0,0,0,0,0,0
2023-11,분당선,1850,선정릉,21,0,971,1077,2372,5431,5038,13819,7965,51933,6778,43119,6123,17486,7453,10424,9441,9401,10005,10335,11775,8734,12656,7865,15144,8970,29073,10255,45541,11370,22898,7035,11751,4058,9844,3885,6189,3997,1979,2283,72,444,0,0,0,0,0,0
2023-11,분당선,1851,가천대,29,3,5060,1003,7491,4419,19693,10568,27116,37521,17959,39397,16149,30865,14725,14629,21706,27129,20121,20374,24412,15947,27362,13750,39346,16589,39580,19366,22350,25153,15341,21239,10404,15516,8707,15887,7329,16771,4078,11666,177,1214,0,0,0,0,0,0
2023-11,분당선,1852,태평,294,11,15294,1735,20251,5150,44548,8218,63567,18235,41593,12698,23983,12027,19351,13199,20499,14686,20164,16155,18298,17930,17681,25048,19390,30238,21066,36217,18627,46886,10588,35141,8110,24868,6466,26283,4669,21515,1787,11660,88,1235,0,0,0,0,0,0
2023-11,분당선,1853,모란,339,11,15827,2999,22617,11931,56402,24249,69984,37461,49672,30044,32861,27053,30566,30926,35086,33540,34989,34415,32965,34541,35490,41212,40569,44954,41610,49823,40886,66757,23119,48011,16920,35595,14733,29876,12882,25238,6185,15964,305,1822,0,1,0,0,0,0
2023-11,분당선,1854,야탑,152,5,8206,3678,20410,15261,56438,42776,67197,100209,45056,56628,35170,37600,35790,32749,37775,37242,36879,40620,38303,37298,43430,42137,50189,48373,68263,59134,87864,77635,39769,56130,31131,36543,27835,27800,19151,27440,7249,15090,278,2569,0,0,0,0,0,0
2023-11,분당선,1855,서현,283,17,4950,3148,13067,12851,38351,33802,43777,92049,31658,76439,27674,42410,29604,33558,33247,34456,35624,37556,36635,37616,44254,36676,49955,43470,65747,50585,90421,65010,48182,47080,45001,27359,37021,21927,27903,18531,10769,10131,537,1601,0,0,0,0,0,0
2023-11,분당선,1856,수내,161,1,2906,2091,7698,8352,19945,26085,25441,64884,18203,46199,14048,24095,14957,17473,17564,18233,18529,19160,21433,18434,23693,18917,27039,21142,43335,25755,57694,30838,29936,22720,26655,13562,18565,12065,14369,10561,4073,5403,206,1121,0,0,0,0,0,0
2023-11,분당선,1857,정자,301,2,3170,1253,10611,14785,28878,44684,35106,83455,25794,49330,19306,24829,20145,19824,21009,19071,21217,20853,21679,19064,27006,21754,31842,27282,59240,39302,71041,51236,35326,38209,28897,23293,30297,19670,25451,18374,9956,10912,992,3113,0,0,0,0,0,0
2023-11,분당선,1858,미금,509,4,3788,852,12400,11643,27438,21546,32483,45913,25084,35623,23158,22464,24630,22196,25475,23561,25817,26111,26629,25448,31973,25415,31967,29651,36580,34190,38090,43416,20665,31469,17515,21054,17193,18314,12886,16243,4154,9239,231,2323,0,0,0,0,0,0
2023-11,분당선,1859,오리,865,7,3900,570,15263,7874,31277,15943,33788,37941,22486,19923,17652,11092,16665,11415,17414,12957,17027,12783,15792,12724,17781,14332,20166,16380,30262,18840,36155,25687,14046,21298,11327,14104,9555,12730,5935,11150,2363,6701,143,1887,0,0,0,0,0,0
