사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-11,경춘선,1323,가평,0,0,581,148,1592,763,3537,2305,4330,6429,3105,4629,3286,4671,3901,5859,3398,4865,3337,4305,4572,3956,5714,4282,6860,3092,7855,3817,5347,3422,2160,3390,1443,2202,921,1656,492,1259,246,1102,14,333,0,0,0,0,0,0
2023-11,경춘선,1324,굴봉산,0,0,61,6,72,37,177,81,206,168,161,178,186,554,235,402,228,264,350,248,387,264,428,247,481,189,227,154,146,170,61,115,35,70,39,42,31,65,7,25,1,8,0,0,0,0,0,0
2023-11,경춘선,1325,백양리,0,0,25,23,21,83,41,277,125,193,87,129,142,342,293,281,188,193,255,193,184,258,286,178,241,174,323,85,228,107,67,62,50,39,40,77,18,27,14,32,2,9,0,0,0,0,0,0
2023-11,경춘선,1326,강촌,8,0,89,38,275,104,399,278,567,1767,567,1813,647,2086,949,1623,948,990,1073,903,1450,1055,2318,641,2489,866,1903,664,931,707,380,462,364,372,169,390,83,297,21,160,2,34,0,0,0,0,0,0
2023-11,경춘선,1327,김유정,6,0,116,10,172,130,600,620,503,762,472,888,430,1328,601,1669,749,1220,880,979,967,980,1464,776,1421,557,1426,631,871,654,268,387,182,267,100,197,73,225,42,106,8,45,0,0,0,0,0,0
2023-11,경춘선,1328,남춘천,526,8,1403,22,3370,847,4742,2581,5739,5222,5523,5795,5361,4246,4993,7804,5625,7381,6289,5239,7471,4186,7718,5907,7733,5057,6711,6081,5311,5909,3711,8958,3149,3477,2621,3587,1483,4511,588,2469,5,1997,0,0,0,0,0,0
2023-11,경춘선,1329,춘천,347,1,555,12,1422,378,1677,1513,2391,4189,2489,5712,2281,3958,2553,4468,2892,3421,3917,3507,4856,2290,6403,2813,7229,2130,6034,2307,4165,2139,2423,3067,1578,1304,1061,1363,561,1189,188,1266,3,640,0,0,0,0,0,0
2023-11,수인선,1873,고색,644,3,3292,383,8731,3221,20459,18332,16122,25990,7561,6951,4709,3315,5106,3645,5718,3871,5173,4057,4730,4134,5539,4954,7526,7064,18100,9622,23223,13059,6782,12938,6462,8528,4122,6339,2173,5539,851,3904,2,2091,0,0,0,0,0,0
2023-11,수인선,1874,오목천,10,0,1041,379,6348,1733,14648,4992,15712,13814,9217,9561,6366,5740,6230,4498,8370,5410,7366,6054,6255,4901,8373,5552,14228,8221,12295,7964,11327,14613,5367,8695,3240,4966,2971,4688,2179,5777,815,3541,8,342,0,0,0,0,0,0
2023-11,수인선,1875,어천,1,0,291,108,1226,1692,3095,3891,3263,3707,2638,1566,2300,1269,2152,1426,2093,1483,2122,1799,1820,1851,2312,1895,4074,2849,3820,2710,4284,3500,1525,2774,947,1345,520,1536,410,1101,139,692,1,67,0,0,0,0,0,0
2023-11,수인선,1876,야목,0,0,155,123,576,583,1174,656,1302,848,764,373,551,532,480,399,576,376,594,410,516,388,629,487,1074,690,1189,703,992,1217,372,709,212,241,151,405,105,289,74,207,0,39,0,0,0,0,0,0
2023-11,수인선,1877,사리,0,0,5144,478,12113,1644,27047,3428,25034,5666,12814,2715,8573,2892,7477,2759,7562,3757,7012,5134,5734,4974,5740,6932,6966,10321,7254,12840,6991,22784,3927,14903,2454,10048,2024,10598,2020,7719,721,5722,27,822,0,0,0,0,0,0
2023-11,수인선,1878,달월,1,0,9,48,47,147,181,161,196,333,84,120,62,92,116,90,79,124,123,179,170,112,136,98,400,119,403,151,1098,144,73,66,58,47,33,43,23,80,14,24,2,1,0,0,0,0,0,0
2023-11,수인선,1879,월곶,6,0,1366,274,5265,1556,11999,2031,11889,3283,6590,3041,4336,3126,4479,3705,4506,4167,3982,3745,3780,3779,4027,4961,4585,6091,4607,7640,5360,11065,2881,6185,2254,4056,1934,4221,1217,3087,524,1879,2,270,0,0,0,0,0,0
2023-11,수인선,1880,소래포구,39,0,3107,394,7806,3007,17405,3804,15633,7301,8647,7171,6514,7622,8304,13365,10805,15813,11224,12807,13415,10512,16093,9476,16019,10879,10211,11808,8154,15262,4701,10667,3735,6668,3974,6458,2792,5045,1430,3469,14,624,0,0,0,0,0,0
2023-11,수인선,1881,인천논현,2,0,3138,616,6896,4669,16205,8765,15398,13350,9319,9184,7637,6532,7875,6872,8855,8025,8319,9109,7933,8858,8796,9593,9788,13286,12782,16900,12328,20056,7021,12653,6316,8174,6523,6855,4853,5450,2369,3515,12,694,0,0,0,0,0,0
2023-11,수인선,1882,호구포,5,0,1979,838,3711,6462,7627,18927,8667,25704,5199,5018,4370,2930,4598,3445,5011,3656,4738,4079,4837,3896,5133,4226,6607,5547,17812,7101,18300,7977,5864,6775,5839,4838,4410,3867,2109,3033,1023,2214,1,363,0,0,0,0,0,0
2023-11,수인선,1883,남동인더스파크,0,0,411,719,974,4327,1395,17590,2399,21597,1515,3530,1337,1366,1688,1514,1887,1522,1986,1621,2187,1170,2709,1137,4068,1438,14864,1882,11634,1875,3869,2299,4405,1537,2073,787,488,528,183,325,0,14,0,0,0,0,0,0
2023-11,수인선,1884,원인재,17,1,3560,725,7350,2491,15092,6141,16998,8340,9575,4256,7385,4630,6856,5085,7447,5625,7031,6289,6066,6382,6850,8258,7077,10317,8437,13435,8244,17486,4738,11555,3671,8163,3673,7388,2777,6271,1435,4483,34,709,0,0,0,0,0,0
2023-11,수인선,1885,연수,10,1,2911,754,7100,2120,16817,4437,15174,12856,7233,7588,5961,6300,6145,5515,7826,6591,7559,6940,7224,6639,7708,7455,8523,10249,9493,14555,11308,17132,5499,10754,5426,6845,5343,6558,4054,4586,2402,3140,34,578,0,0,0,0,0,0
2023-11,수인선,1886,송도,3,0,2275,466,4962,1705,9943,2370,9915,4513,4575,2595,3637,2273,3815,2716,4524,3536,4259,3246,3795,3273,4403,4613,4946,5216,4425,6974,4043,8636,2218,5613,1585,3274,1312,3222,831,2540,322,1541,4,433,0,0,0,0,0,0
2023-11,수인선,1888,인하대,38,0,3951,645,11166,4108,24208,4995,20562,20008,9807,11424,8111,15051,9250,9311,9966,10117,10099,10527,10965,10221,13908,9550,18981,12530,18364,17788,14668,24249,8434,13217,7526,9137,7085,9057,5474,6179,3283,4708,82,1229,0,0,0,0,0,0
2023-11,수인선,1889,숭의,18,0,3818,1020,6851,3646,13919,7989,12614,12511,7209,5363,6247,4116,6488,3754,6293,4681,5927,5374,5645,4726,6962,5443,7886,7595,10179,9816,8953,12938,4189,6861,2865,5110,2353,5118,1676,3600,766,2187,9,594,0,0,0,0,0,0
2023-11,수인선,1890,신포,2,0,1200,245,1720,1278,3676,3806,3571,9192,2026,3641,1795,2470,2111,2645,2744,2766,2946,3094,3155,2843,4024,3238,5417,3704,5869,4028,6326,5446,2812,2430,2291,1810,1804,1537,1156,1153,496,692,2,181,0,0,0,0,0,0
2023-11,수인선,1891,인천,92,2,648,205,1035,1051,1930,2650,2018,4491,1703,2400,1502,2324,1581,3554,1869,3775,2076,3549,2306,3573,3127,3602,3131,3152,2768,3196,2172,3804,1183,2441,894,1816,831,1614,429,1236,99,761,3,277,0,0,0,0,0,0
2023-11,경강선,1501,판교,49,1,1088,54,2752,8224,6011,17937,4686,36332,2926,26103,3045,13229,3848,9234,4312,7304,5304,6114,7025,5840,10170,5366,11764,7930,21648,7570,28390,7342,19422,4883,18477,2062,11238,1853,7181,1559,2671,944,3,257,0,0,0,0,0,0
2023-11,경강선,1502,이매,28,0,764,53,1964,1387,5480,2947,4175,2982,2174,1786,1696,893,1612,954,1635,1134,1369,1402,1409,1359,1743,1691,2226,1911,2352,3287,2327,3178,1394,2670,1096,1207,1275,1306,968,754,362,329,7,81,0,0,0,0,0,0
2023-11,경강선,1503,삼동,0,0,1723,165,5535,1363,13939,2549,13472,2788,8197,1160,4400,939,3335,1608,3153,1864,2789,2136,2178,2979,2268,4132,2820,4849,3738,8081,3137,9819,1241,8829,907,6144,696,4230,369,3549,154,1714,0,43,0,0,0,0,0,0
2023-11,경강선,1504,경기광주,0,0,3358,276,16468,2079,44638,6684,43982,9792,23701,5371,14579,4607,11501,5195,11163,6089,9468,7795,8438,8382,8330,10771,10869,17827,11027,20413,9643,40620,4492,25774,2966,21358,2312,12550,1538,9864,598,7957,4,76,0,0,0,0,0,0
2023-11,경강선,1505,초월,0,0,1625,332,6857,1921,17781,5293,17605,6148,10064,2542,5522,1998,5108,2246,4462,2378,4204,3082,3902,3542,3906,4314,5716,6374,6893,8996,5745,12455,2274,13083,1621,7571,1188,7484,585,4625,372,4139,1,0,0,0,0,0,0,0
2023-11,경강선,1506,곤지암,4,0,887,150,3230,1991,8328,6227,6958,8775,4999,3766,3398,3621,3766,3305,4171,3335,3953,3560,3865,3227,5185,3447,6405,4501,9245,6135,8373,5863,2520,6461,1701,3673,919,3653,437,2331,167,1903,0,0,0,0,0,0,0,0
2023-11,경강선,1507,신둔도예촌,0,0,639,86,2992,439,6652,2829,5006,3982,3483,1891,2651,1311,2080,1424,2546,1555,2264,1512,2026,1733,2422,1981,3731,2828,4522,3263,3615,5572,1215,3598,915,3754,588,2320,271,2337,89,1650,0,2,0,0,0,0,0,0
2023-11,경강선,1508,이천,9,0,1098,36,3619,1566,8754,5975,7536,9544,5733,4237,5032,3367,4525,4560,4654,4202,4518,4391,4444,4694,5027,5125,6612,5427,7208,8165,7820,8040,3683,8827,2680,5172,2401,4281,1198,3608,447,1451,0,1026,0,0,0,0,0,0
2023-11,경강선,1509,부발,3,0,1272,32,3398,1920,7451,7311,6452,6583,4358,2176,3675,2018,4127,2433,3458,2793,3328,2446,4081,2658,3776,3096,5297,3958,8130,5634,5839,5512,4139,6955,1914,3837,1225,3891,734,3385,314,2289,3,1449,1,1,0,0,0,0
2023-11,경강선,1510,세종대왕릉,0,0,226,5,657,80,1071,725,1047,805,682,716,764,584,558,698,588,552,689,455,618,661,703,590,761,783,931,627,785,1064,294,798,145,644,91,425,64,237,10,337,1,113,0,0,0,0,0,0
2023-11,경강선,1511,여주,12,0,1807,11,5168,697,8762,3826,7399,6011,5477,6522,5130,3735,4626,3787,4829,4371,5841,4515,5648,4115,7234,5247,6956,5382,6967,5963,5387,9894,2817,7093,1760,6251,1717,4736,821,2694,203,3753,4,1410,0,0,0,0,0,0
2023-11,서해선,1980,김포공항,22,2,364,2006,564,7329,1421,8506,2352,9729,2121,7068,2742,7423,3544,7521,3139,7722,4665,7637,6129,6765,6961,5680,6785,6294,8437,7838,10787,6710,6754,3868,6264,1433,6634,984,5254,741,2228,812,70,308,0,0,0,0,0,0
2023-11,서해선,1981,원종,85,1,5264,682,7500,2416,16411,4897,16121,7337,9513,4085,7088,3648,6577,3838,6721,4352,6088,5530,5516,6035,5569,7170,6840,9647,8324,13735,8477,18804,4118,13923,3299,7686,2742,7154,2170,5973,1141,4086,35,764,0,0,0,0,0,0
2023-11,서해선,1982,부천종합운동장,16,1,2527,349,4343,1408,12440,2350,12580,3800,6281,1816,3197,1232,2912,1293,2966,1600,2713,1910,2348,1968,2406,2455,3056,3552,4008,5550,4625,8855,1951,6738,1550,3882,1429,3330,1019,3212,471,1895,41,415,0,0,0,0,0,0
2023-11,5호선,2511,방화,18,0,5417,8,11799,3714,28238,6301,28220,14922,15315,8031,12132,6273,11619,6165,11804,7691,12646,8916,10385,9302,9679,10642,11161,12665,12410,15473,10218,23516,4977,20190,3844,12565,2929,10912,1904,10814,815,6716,137,2535,0,264,0,0,0,0
2023-11,5호선,2512,개화산,7,0,4662,210,8714,4714,22937,7120,22429,18969,12112,7709,8749,5504,8326,5312,8757,7087,7972,6218,7160,6613,8140,7903,9620,9318,13555,12631,15677,18495,5997,15546,3753,9545,2948,9164,2594,7994,757,4623,108,1734,0,43,0,0,0,0
2023-11,5호선,2513,김포공항,4,0,790,3351,3812,10780,15640,16683,20169,21192,9664,13522,10169,14763,12564,15672,12630,15365,14754,16719,18772,16490,20110,14703,19845,15648,24420,17765,29101,15518,18891,9518,15664,4220,14014,2819,13035,1762,5737,1121,355,513,1,2,0,0,0,0
2023-11,5호선,2514,송정,23,1,4055,1269,8412,4573,19764,7037,23068,11999,15079,8001,10839,6172,9655,6801,10042,7951,9710,8191,9370,8234,9426,9967,11331,12082,12516,13644,12916,20508,7373,15781,5525,10530,4501,9375,3615,9181,1837,5541,269,1903,0,0,0,0,0,0
2023-11,5호선,2515,마곡,16,0,2806,7054,8484,19730,26106,18549,27725,57728,14641,35759,11918,15325,12202,12046,12415,12516,13842,13868,14519,12865,19437,13259,30619,16066,42505,20114,45934,29117,20979,22358,14483,11196,12266,10104,8193,9661,3572,5101,451,2102,1,0,0,0,0,0
2023-11,5호선,2516,발산,0,0,3798,2676,10511,14288,29233,41873,32931,127303,21419,66069,20861,33698,23810,31552,27775,31097,30150,33503,34328,30173,41589,30552,49824,32949,76433,40582,98560,56629,42139,40327,36002,21264,35567,16683,28657,14703,11975,8814,1597,3021,1,1,0,0,0,0
2023-11,5호선,2517,우장산,0,0,7593,873,23514,4629,58746,15014,64023,23615,33572,16258,25672,13676,23776,13313,25253,16688,22570,19661,20122,21393,23676,25222,26139,29890,24904,37693,19708,58170,11967,44411,8672,26066,7988,23768,5906,23845,1759,13839,339,3668,0,0,0,1,0,0
2023-11,5호선,2518,화곡,258,2,23902,1597,44481,9938,123149,15713,156797,34025,76583,26986,46249,19815,39799,20129,42998,23781,39335,26950,33543,31327,32524,39525,36303,53454,40040,70301,40780,130009,22905,94576,16555,56623,13880,53042,10674,44822,4668,27655,702,8565,0,0,0,0,0,0
2023-11,5호선,2519,까치산,292,3,26406,1383,45757,8814,128653,11401,159838,22721,81901,18932,47597,18500,40955,19680,42001,25417,38023,28134,32059,33168,30279,44007,33006,55879,32704,74070,31955,129014,18950,98503,14500,62342,12709,58731,10168,49697,4995,30148,765,9239,1,472,0,0,0,0
2023-11,5호선,2520,신정(은행정),115,2,13476,822,24736,3551,65423,8685,83284,14248,39807,8840,21277,7600,17703,8226,18096,9561,16171,11721,13422,13334,13108,17549,14617,23506,16118,31034,15419,51495,8182,37746,6392,24622,5169,22878,3930,21758,1736,12677,219,3810,0,0,0,0,0,0
2023-11,5호선,2521,목동,8,0,9413,1334,21593,5487,63096,14403,78178,28001,37856,21695,25686,15720,23249,14325,23889,16917,22365,22407,20903,21960,21325,25926,24308,33163,28171,49237,28616,84779,15635,56026,13547,32343,13247,29762,12041,26836,4056,15003,639,4999,0,0,0,0,0,0
2023-11,5호선,2522,오목교(목동운동장앞),1,0,5025,1779,16178,8697,52964,26137,60748,65593,33990,50962,24863,32691,25462,30221,28482,30749,29330,34161,31203,32893,32998,35274,40574,44121,50723,55727,66940,80893,35729,48903,36916,27546,28957,23814,22722,21246,6971,12119,975,3400,0,0,0,0,0,0
2023-11,5호선,2523,양평,1,0,2608,848,7105,4979,26056,10127,30531,40913,14569,14775,8435,6455,7851,5499,8613,6116,8475,6463,7733,6551,8679,7245,11312,9372,18019,13569,33393,24676,8937,16885,5859,10964,4890,10045,3651,9773,1531,5697,218,1782,0,0,0,0,0,0
2023-11,5호선,2524,영등포구청,2,0,1157,784,2899,2521,9153,6694,14720,28381,6414,11455,4503,4749,4825,4225,5202,4658,5514,5103,5551,4811,6291,5299,7377,5584,12653,8058,24032,15063,7306,7437,5113,4735,4624,4793,3515,4142,1509,2381,224,659,1,0,0,0,0,0
2023-11,5호선,2525,영등포시장,6,0,3044,1001,6367,5441,24604,14450,37031,40209,17169,24285,11625,16994,12326,16586,15476,19535,15202,23133,16282,18999,20486,16692,25400,17651,31979,21772,42253,36517,17202,21406,12416,13434,11695,12467,8032,11849,3419,7517,486,1929,0,0,0,0,0,0
2023-11,5호선,2526,신길,41,0,2462,396,4926,2034,17239,5201,26141,14837,12457,6342,7324,3120,5513,3553,5721,3617,5087,4279,4358,4342,5051,5668,6033,7342,8702,12263,13433,21553,4758,12593,3565,10484,3430,9759,2611,9662,1512,6358,256,1984,1,0,0,0,0,0
2023-11,5호선,2527,여의도,7,0,2531,2894,4218,29351,10535,145021,14910,231576,12878,93886,15424,40416,22579,39263,23250,36091,29489,39269,36479,31858,44920,30288,62099,31005,161369,37100,184310,43651,74091,18660,62996,9960,49843,8366,29692,7181,9636,4227,1114,2427,0,2,0,0,0,0
2023-11,5호선,2528,여의나루,3,0,1207,1411,2789,12101,6202,42260,10245,80486,6722,35229,6596,25807,8708,22117,10581,21841,12124,25034,16859,24590,22602,25710,31147,26479,59610,26745,69134,26344,30834,13595,30980,7727,19888,5739,12249,4305,4407,2310,459,803,0,1,0,0,0,0
2023-11,5호선,2529,마포,12,0,2664,1352,8611,7961,28578,22049,40380,76418,22671,38222,17593,18798,17103,18004,18377,16351,19841,17399,18349,16098,20034,17779,24272,21257,41026,33713,62985,47914,22789,27115,19634,16932,21063,15200,15017,13205,6357,7992,823,2376,0,0,0,0,0,0
2023-11,5호선,2530,공덕,5,2,1844,843,5622,7029,21820,31299,35873,83763,19508,43021,14616,18681,16133,17199,18982,16127,20382,17264,17989,15418,20390,16459,25701,20072,45248,32280,67060,49628,25284,24186,20792,14240,21348,13010,16001,11718,6581,6670,959,1803,0,0,0,0,0,0
2023-11,5호선,2531,애오개,45,0,2458,434,5797,3864,19617,8673,27544,27458,13951,14880,9252,7151,9149,6454,10256,6450,10318,8336,8912,8143,9956,8573,10569,10360,14762,15049,22193,23055,8031,13652,5125,8496,4389,7964,3295,7530,1126,4518,155,2088,1,375,0,0,0,0
2023-11,5호선,2532,충정로(경기대입구),10,0,1017,233,2348,2127,6059,14858,8878,34225,5086,14454,4202,5208,4571,4659,5157,4202,5604,5264,5836,4990,6199,4155,7872,4914,18657,6781,29109,9747,7932,6053,5516,3910,4880,3922,3000,3735,1264,2329,210,659,0,78,0,0,0,0
2023-11,5호선,2533,서대문,18,0,3546,1091,6824,16905,19312,72023,25710,181981,18926,59139,17941,25826,22391,23878,22524,22673,22752,28106,26852,22037,35029,18368,49827,18489,85518,23364,124858,30175,35765,16396,27195,10961,24899,11050,17075,8792,6251,5361,734,1616,1,44,0,0,0,0
2023-11,5호선,2534,광화문(세종문화회관),5,0,1442,1153,3382,29364,9683,84441,14138,284732,12311,144994,16991,63849,24437,57902,30152,48832,39472,50662,48068,41942,60139,35100,80791,35411,132409,43692,225875,48663,81243,21587,67776,9377,70135,7189,39247,5420,13659,2903,1598,786,1,3,0,0,0,0
2023-11,5호선,2535,종로3가,27,5,1453,402,2268,6168,3515,15326,6067,45938,7500,36688,9808,31025,12851,33669,18390,32113,21373,30663,26471,28191,32452,26771,38706,27432,48980,31553,62040,35553,34908,19670,33322,11217,38286,8594,30735,7277,15342,4518,2099,1707,0,15,0,0,0,0
2023-11,5호선,2536,을지로4가,28,0,545,534,816,6659,2581,19500,3740,47330,3949,21005,5026,12975,6430,12080,7555,11057,9291,10341,10616,8982,12192,8165,15246,7795,29780,7615,41696,8341,15195,4072,9891,2636,8293,2428,5484,1892,2533,1200,393,520,0,1,0,0,0,0
2023-11,5호선,2537,동대문역사문화공원(DDP),2,0,214,254,677,2875,1425,10044,2446,31261,3053,12969,2894,4517,3108,3496,2545,3570,3025,3604,3562,3330,4364,3200,6161,3815,13114,3876,21981,4364,8198,2701,4642,2151,3672,2246,2507,2224,1244,1572,215,451,0,2,0,0,0,0
2023-11,5호선,2538,청구,9,0,1761,243,2667,1934,7306,3783,11858,15219,7041,7884,5525,4290,5284,3751,5594,4366,5353,4479,5529,5043,5522,5528,7582,6208,8923,8134,14194,11589,7432,7208,5004,4788,3935,4380,3248,4482,1609,2702,213,807,0,0,0,0,0,0
2023-11,5호선,2539,신금호,35,0,3456,422,7343,3146,21389,8506,30823,14411,16921,8464,10163,5773,9078,6307,9618,7445,9988,8813,9096,9739,8885,11590,11455,14178,10980,19076,11113,28234,7461,18007,5173,11371,4061,10530,2886,9420,1094,5522,223,2054,0,0,0,0,0,0
2023-11,5호선,2540,행당,25,0,4267,744,12030,2595,32722,5009,47861,9775,23338,7104,14752,5335,12736,6459,12246,7566,11087,8742,9571,10139,10255,12272,10438,16029,10587,21408,10316,33272,6620,21407,4902,13924,3924,12901,3071,11428,1210,6680,252,2033,0,0,0,0,0,0
2023-11,5호선,2541,왕십리(성동구청),42,0,2126,451,2254,3159,6032,5924,9191,19088,5291,9983,4586,7105,5271,7029,6000,7647,6501,8384,7199,8022,8029,8611,10299,9660,11379,12702,15625,18321,9023,9430,7988,5599,8664,4903,7190,4280,3148,2576,562,1738,0,294,0,0,0,0
2023-11,5호선,2542,마장,5,0,2426,630,6137,4277,16086,6871,21377,16138,12243,11134,9091,8639,8566,7445,9943,8341,9479,8324,9447,7081,10252,8273,12199,9558,12657,12924,12500,18993,7719,11604,5849,7823,5407,7202,3764,6728,1401,4089,238,1330,0,21,0,0,0,0
2023-11,5호선,2543,답십리,36,1,9962,1319,19590,9446,58352,14355,80317,36716,38381,20902,23469,13422,19769,13722,20900,14975,20268,18635,18845,17607,20707,20418,26086,25462,32599,36518,34419,61159,15849,38872,11707,25436,9604,22623,6912,21044,2986,12280,501,4077,0,2,0,0,0,0
2023-11,5호선,2544,장한평,43,1,8076,1620,19709,13859,56735,23375,81663,68904,42172,33309,25325,20279,22058,18496,23696,19525,23070,20846,22094,20050,24233,23415,32318,28569,43983,42422,63538,70122,25631,47404,15391,28049,12438,26954,9648,23798,4320,14745,694,4455,0,92,0,0,0,0
2023-11,5호선,2545,군자(능동),79,4,7654,639,11453,5278,35097,9162,51348,27722,24240,18638,15223,13563,13892,12686,15289,14380,15863,15596,14519,15879,15015,17890,17884,23558,23062,34770,27032,58738,15696,35885,13532,21712,13658,20066,10793,19350,6025,12036,1177,5980,0,1000,0,0,0,0
2023-11,5호선,2546,아차산(어린이대공원후문),16,0,9278,1260,17403,6089,44315,13185,63565,30410,33328,18831,22112,18258,20250,17882,22862,18663,23948,18886,22849,20003,25943,24577,27012,29448,27820,36459,28240,56789,16498,38600,12204,24321,11559,20777,7946,18615,3121,11341,470,3235,0,0,0,0,0,0
2023-11,5호선,2547,광나루(장신대),5,0,5673,2117,16082,8210,41316,18162,50029,39011,31012,22755,21969,18414,20459,16508,22337,16639,22020,18575,21643,17678,24032,20871,26828,25545,29004,32442,33504,44611,15903,30952,14354,19284,16331,18409,9668,16859,3447,9912,436,2746,0,1,0,0,0,0
2023-11,5호선,2548,천호(풍납토성),106,0,7539,1873,12783,16742,31537,21187,40553,43447,25209,38369,22574,29257,25631,27792,29778,29594,30351,32720,33033,32150,37961,34888,45528,37430,52875,44825,55406,59724,36503,39857,32782,23645,25512,20858,18638,17753,8711,10593,1798,3968,0,9,0,0,0,0
2023-11,5호선,2549,강동,116,1,10990,1371,20688,11151,56182,30675,73190,50077,38737,26569,26778,19968,24014,18371,25615,19248,24340,24643,23694,23551,26627,25850,31689,30343,43779,37929,45146,59836,21856,43525,16280,29377,12687,26170,9293,23617,3831,15258,782,6769,0,1,0,0,0,0
2023-11,5호선,2550,길동,14,0,4827,805,9120,3971,22624,7811,28733,18865,16400,13985,13887,9725,12788,10226,14059,11094,13819,11374,11957,13642,13404,14822,14699,17691,16468,19569,16633,28827,8864,21466,6179,12666,6129,10717,4601,9614,1947,5639,391,2378,0,0,0,0,0,0
2023-11,5호선,2551,굽은다리(강동구민회관앞),3,0,7590,634,14660,2692,36697,6482,40875,15233,22879,11303,16818,8700,14897,9438,15756,10952,14678,11888,13109,12896,12465,15564,14054,19484,15128,22509,15676,38191,8633,28106,6606,17502,6516,14118,4608,14615,1634,7910,292,2720,0,0,0,0,0,0
2023-11,5호선,2552,명일,19,0,5860,1326,14661,3514,37311,7375,37374,14078,20470,10310,16670,9928,14628,9137,14922,9661,13368,12289,12402,12519,12266,15996,15000,20136,13131,21445,12627,40285,7534,30257,6320,16334,6050,13816,4503,13841,1666,7886,405,2731,0,41,0,0,0,0
2023-11,5호선,2553,고덕,11,0,4207,1785,11669,8256,31955,18486,29359,22706,19138,15432,16172,14148,16934,11610,17943,12081,16087,17568,16711,14536,19819,17451,24562,19733,26564,20330,17875,32851,10846,26927,8656,13651,8838,13104,8734,11844,2102,6655,369,2716,0,225,0,0,0,0
2023-11,5호선,2554,상일동,81,0,10142,1794,32543,7876,77096,11491,62077,18382,35272,10170,24422,8992,20001,8878,20447,13881,17983,16095,16528,15290,18175,21394,19995,24099,21397,37311,19687,59630,10255,51250,7749,28071,5379,25633,3626,23191,1560,13665,413,5771,4,1445,0,0,0,0
2023-11,5호선,2555,둔촌동,3,0,4566,779,9819,13103,25494,10862,28615,20467,17697,13537,12961,10020,12199,9512,13014,10845,12380,13090,12700,11900,14047,14433,20029,17010,22179,22916,20877,32859,10308,22379,8238,11050,7070,11392,7539,9247,2292,5765,290,1707,0,0,0,0,0,0
2023-11,5호선,2556,올림픽공원(한국체대),2,0,1361,842,6011,4246,12645,6801,13809,11464,9720,7186,8390,6781,7781,5830,8150,7230,7635,8184,7827,10431,10148,11737,12326,13250,12109,14830,10417,13605,8015,9503,6841,5476,13355,5232,9282,4304,2355,3124,109,874,0,0,0,0,0,0
2023-11,5호선,2557,방이,1,0,2604,849,7312,3948,20041,8674,19545,25462,12968,13239,10390,8625,9429,7977,10894,10650,10775,10001,9655,11065,11120,12490,12538,16074,15807,21741,20959,23971,10450,18867,8818,11160,11962,9009,12405,7118,3365,4709,205,1364,0,0,0,0,0,0
2023-11,5호선,2558,오금,12,0,1328,477,3253,2504,8780,9348,9044,23227,6111,7477,5106,4073,5028,3692,5424,3748,5366,4004,5129,4025,6818,4621,8072,5693,11134,6962,15607,8384,4414,6744,3327,3943,2844,3541,2146,3962,788,2561,85,934,0,2,0,0,0,0
2023-11,5호선,2559,개롱,13,0,4036,853,9323,3261,24710,7611,25121,17004,14322,9139,11226,6248,10077,6553,10163,6911,9973,8856,8428,9364,9038,10623,13426,14405,13706,17554,13200,23288,6319,20362,4679,11458,4125,9456,2333,10909,851,5932,110,1813,0,0,0,0,0,0
2023-11,5호선,2560,거여,0,0,6857,667,16680,3784,49308,9352,47885,18188,26433,9990,16836,7575,13953,7909,14756,8879,13533,12028,11838,11607,12401,15322,15530,21020,16821,25685,15309,42841,7585,33735,5387,17861,5017,16264,3304,17149,1139,9510,156,2995,0,0,0,0,0,0
2023-11,5호선,2561,마천,55,0,7484,318,15120,2513,47189,4557,36967,10814,18659,7586,11368,6769,10100,6135,11164,6932,9420,8275,8394,7755,8120,12480,9598,14839,9040,18396,10051,28732,4308,23769,3444,12452,2553,13252,1568,11822,633,7328,104,3045,0,0,0,0,0,0
2023-11,5호선,2562,강일,3,2,2806,1003,8518,5309,28001,5709,25059,9176,15624,4048,11465,3420,8655,3555,8464,5815,7813,5432,6703,6356,7822,8062,9875,9947,9332,14041,9169,19261,3483,18598,2364,10406,1873,9673,1572,8750,420,5641,99,1839,0,0,0,0,0,0
